"","song","artist","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop"
"2936","Treat Her Like A Lady","Joe",2000-08-05,77,17,0.058,0.75,257773,0.463,0,5,0.089,-6.99,0,0.0415,126.072,4,0.568,8,"Summer",1
"2937","Treat You Better","Shawn Mendes",2016-06-25,34,39,0.106,0.444,187973,0.819,0,10,0.107,-4.078,0,0.341,82.695,4,0.747,6,"Summer",4
"2938","Tricky, Tricky","Lou Bega",2000-01-29,75,3,0.125,0.858,203133,0.947,0,0,0.037,-3.557,1,0.235,151.037,4,0.967,1,"Winter",0
"2939","Trip","Ella Mai",2018-08-18,79,20,0.225,0.477,213993,0.61,0,11,0.107,-5.628,0,0.144,79.882,4,0.358,8,"Summer",1
"2940","Troubadour","George Strait",2008-07-26,97,15,0.413,0.549,176227,0.611,0.00079,11,0.272,-6.219,1,0.0272,136.035,4,0.369,7,"Summer",7
"2941","Trouble","P!nk",2003-10-18,71,4,0.006,0.574,193560,0.931,0,7,0.415,-2.675,1,0.0458,135.51,4,0.838,10,"Fall",1
"2942","Truck Yeah","Tim McGraw",2012-07-21,69,16,0.109,0.615,209013,0.921,0,7,0.112,-4.137,1,0.0327,97.965,4,0.79,7,"Summer",5
"2943","True","Ryan Cabrera",2004-12-11,52,20,0.459,0.598,203546,0.4,0,6,0.151,-10.054,1,0.0241,96.938,4,0.369,12,"Winter",0
"2944","True Colors","The Weeknd",2016-12-17,48,2,0.284,0.624,206013,0.424,0,1,0.173,-8.237,1,0.24,76.669,4,0.584,12,"Winter",11
"2945","Trumpets","Jason Derulo",2014-06-14,87,32,0.555,0.635,217419,0.691,0,0,0.097,-4.862,1,0.258,82.142,4,0.638,6,"Summer",3
"2946","Trust","Justin Bieber",2015-12-05,98,1,0.067,0.609,203613,0.487,0,7,0.166,-8.444,0,0.168,72.674,3,0.474,12,"Winter",3
"2947","Truth Is","Fantasia",2005-01-22,73,20,0.309,0.707,236747,0.451,0,11,0.052,-10.38,1,0.0761,73.209,4,0.616,1,"Winter",1
"2948","Try","Colbie Caillat",2014-07-26,94,20,0.791,0.607,224573,0.367,0,1,0.106,-9.758,1,0.0288,139.959,4,0.546,7,"Summer",2
"2949","Try","P!nk",2012-10-06,93,24,0.001,0.673,247907,0.629,0,2,0.094,-7.072,1,0.0299,103.998,4,0.551,10,"Fall",4
"2950","Try It On My Own","Whitney Houston",2003-04-26,99,12,0.612,0.544,280427,0.593,6.75e-06,6,0.146,-5.887,1,0.0362,135.877,4,0.139,4,"Spring",1
"2951","Try Me","The Weeknd",2018-04-14,26,2,0.622,0.466,221107,0.672,0.00108,8,0.147,-5.777,0,0.068,91.673,4,0.108,4,"Spring",19
"2952","Trying To Stop Your Leaving","Dierks Bentley",2008-04-19,92,15,0.006,0.599,220507,0.575,0.00026225,7,0.089,-5.479,1,0.0296,111.895,4,0.415,4,"Spring",5
"2953","Tunnel Vision","Kodak Black",2017-03-11,27,20,0.058,0.497,268187,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,0.231,3,"Spring",0
"2954","Turn Off The Light","Nelly Furtado",2001-08-18,69,25,0.073,0.593,276107,0.672,0.000247,2,0.435,-6.24,1,0.105,180.233,4,0.686,8,"Summer",1
"2955","Turn On The Lights","Future",2012-08-25,89,20,0.041,0.596,248360,0.574,0,6,0.147,-9.373,0,0.212,131.075,4,0.439,8,"Summer",0
"2956","Turn On The Radio","Reba",2010-10-02,94,18,0.026,0.603,215387,0.859,0,11,0.224,-3.772,1,0.0416,123.074,4,0.702,10,"Fall",2
"2957","Turn The Night Up","Enrique Iglesias",2013-08-17,62,6,0.006,0.78,197733,0.74,1.33e-05,0,0.098,-5.31,1,0.042,128.002,4,0.214,8,"Summer",0
"2958","Turning Tables","Adele",2011-05-07,96,3,0.952,0.305,250133,0.452,1.68e-05,0,0.129,-6.077,0,0.0293,79.83,4,0.21,5,"Spring",2
"2959","Tuscan Leather","Drake",2013-10-12,81,1,0.115,0.597,366400,0.679,0,6,0.231,-5.401,1,0.39,79.95,4,0.3,10,"Fall",4
"2960","Twang","George Strait",2009-12-26,100,1,0.343,0.563,175600,0.954,1.62e-05,9,0.082,-3.133,1,0.0753,158.577,4,0.841,12,"Winter",6
"2961","Twisted Transistor","Korn",2005-10-15,97,11,0,0.58,188933,0.983,0.00694,5,0.08,-3.291,0,0.0636,110.053,4,0.416,10,"Fall",1
"2962","Two Black Cadillacs","Carrie Underwood",2012-12-29,90,20,0.022,0.554,297947,0.85,2.93e-06,5,0.071,-4.47,0,0.0598,119.99,4,0.431,12,"Winter",2
"2963","Two Night Town","Jason Aldean",2014-09-27,76,1,0.658,0.348,200013,0.408,0.00241,4,0.348,-7.353,1,0.0364,143.503,4,0.408,9,"Fall",7
"2964","U + Ur Hand","P!nk",2007-01-13,94,33,0.001,0.7,214613,0.902,0,0,0.032,-3.62,1,0.0526,141.022,4,0.878,1,"Winter",1
"2965","U Don't Know Me","T.I.",2005-01-22,77,20,0.05,0.779,243506,0.66,0,1,0.082,-4.854,1,0.17,83.914,4,0.526,1,"Winter",4
"2966","U Got It Bad","Usher",2001-09-22,93,32,0.023,0.816,247840,0.5,1.53e-06,1,0.073,-4.551,1,0.03,124.037,4,0.649,9,"Fall",1
"2967","U Remind Me","Usher",2001-06-16,53,24,0.194,0.657,266893,0.629,0,6,0.254,-4.938,1,0.0782,93.985,4,0.726,6,"Summer",0
"2968","U Saved Me","R. Kelly",2004-07-31,94,16,0.595,0.649,373866,0.574,0,6,0.088,-6.578,1,0.0508,104.039,4,0.274,7,"Summer",3
"2969","U Should've Known Better","Monica",2004-06-05,67,20,0.191,0.753,257787,0.516,0,6,0.275,-5.164,1,0.0308,122.019,4,0.826,6,"Summer",2
"2970","U Smile","Justin Bieber",2010-04-03,95,4,0.537,0.388,196907,0.612,1.12e-06,8,0.115,-5.141,1,0.0478,75.618,4,0.387,4,"Spring",1
"2971","U Understand","Juvenile",2000-02-05,85,6,0.061,0.907,259293,0.84,0,8,0.055,-4.358,1,0.143,99.8,4,0.628,2,"Winter",1
"2972","U With Me?","Drake",2016-05-21,44,4,0.352,0.44,297373,0.421,1.33e-05,6,0.136,-11.399,0,0.154,87.629,4,0.116,5,"Spring",17
"2973","Ugly","Bubba Sparxxx",2001-09-01,98,20,0.309,0.751,265227,0.836,3.71e-05,6,0.292,-5.676,1,0.194,90.846,4,0.67,9,"Fall",0
"2974","Uh Huh","B2K",2002-01-05,43,22,0.088,0.855,223293,0.681,3.7e-06,2,0.059,-4.955,1,0.0688,99.699,4,0.908,1,"Winter",0
"2975","Ultralight Beam","Kanye West",2016-04-23,67,2,0.637,0.596,320680,0.393,0,8,0.539,-8.714,1,0.383,107.425,4,0.36,4,"Spring",4
"2976","Ultraviolence","Lana Del Rey",2014-06-21,70,1,0.278,0.144,251480,0.541,1.01e-05,0,0.101,-7.076,1,0.038,79.262,3,0.09,6,"Summer",2
"2977","Uma Thurman","Fall Out Boy",2015-01-31,93,27,0.119,0.623,211573,0.956,0.000227,4,0.617,-2.608,0,0.0753,149.958,4,0.739,1,"Winter",5
"2978","Umma Do Me","Rocko",2008-02-23,88,11,0.088,0.695,230547,0.606,0,11,0.273,-5.161,0,0.0809,136.945,4,0.355,2,"Winter",0
"2979","Unappreciated","Cherish",2006-10-14,98,17,0.089,0.735,235333,0.521,0,7,0.065,-6.696,0,0.0876,77.01,4,0.374,10,"Fall",0
"2980","Unbroken","Demi Lovato",2011-10-08,98,1,0.036,0.551,198627,0.723,0,7,0.097,-4.377,1,0.059,124.899,4,0.364,10,"Fall",5
"2981","Unbroken","Tim McGraw",2002-07-06,69,20,0.086,0.595,241427,0.792,0,1,0.077,-6.979,0,0.0286,119.8,4,0.536,7,"Summer",7
"2982","Unconditionally","Katy Perry",2013-11-09,30,20,0.003,0.397,228879,0.725,0,7,0.208,-4.862,1,0.043,128.861,4,0.358,11,"Fall",5
"2983","Under","Pleasure P",2009-09-12,87,10,0.202,0.675,231160,0.678,1.49e-06,5,0.144,-7.151,0,0.0625,119.986,4,0.474,9,"Fall",2
"2984","Underneath Your Clothes","Shakira",2002-03-16,70,20,0.686,0.616,224067,0.597,0,8,0.104,-5.328,1,0.0415,165.508,4,0.362,3,"Spring",1
"2985","Undo It","Carrie Underwood",2009-11-14,95,20,0.11,0.476,177293,0.843,0,2,0.047,-2.225,1,0.0588,156.242,4,0.656,11,"Fall",7
"2986","Unfaithful","Rihanna",2006-05-13,51,20,0.839,0.588,226973,0.391,0,0,0.227,-8.607,0,0.0334,144.069,4,0.349,5,"Spring",3
"2987","Unforgettable","Thomas Rhett",2017-08-19,68,20,0.032,0.663,157080,0.738,0.000225,7,0.086,-5.48,1,0.0303,130.02,4,0.825,8,"Summer",3
"2988","Unica","Ozuna",2018-09-08,72,1,0.212,0.653,218387,0.859,0,0,0.111,-3.048,1,0.0449,174.037,4,0.705,9,"Fall",0
"2989","Unsteady","X Ambassadors",2016-06-04,99,34,0.178,0.389,193547,0.665,0.000732,0,0.116,-6.169,1,0.0644,117.055,4,0.199,6,"Summer",1
"2990","Until The End Of Time","2Pac",2001-04-21,82,14,0.029,0.757,266907,0.709,0,8,0.17,-6.716,1,0.203,97.023,4,0.38,4,"Spring",1
"2991","Untitled (How Does It Feel)","D'Angelo",2000-01-22,77,17,0.16,0.838,430800,0.304,0.0257,4,0.083,-9.975,0,0.0628,112.618,3,0.221,1,"Winter",0
"2992","Untouchable","Eminem",2017-12-30,86,1,0.08,0.554,370133,0.887,0,7,0.15,-3.367,1,0.503,172.233,4,0.648,12,"Winter",0
"2993","Untouchable","YoungBoy Never Broke Again",2017-09-02,95,2,0.075,0.768,180706,0.79,1.79e-06,1,0.13,-5.091,1,0.191,84.95,4,0.398,9,"Fall",0
"2994","Untouched","The Veronicas",2008-12-13,62,20,0.017,0.557,255360,0.783,0.0172,6,0.151,-4.893,0,0.234,177.008,4,0.442,12,"Winter",0
"2995","Unusually Unusual","Lonestar",2003-01-25,73,5,0.058,0.58,215960,0.77,0,10,0.077,-6.971,1,0.04,147.332,4,0.569,1,"Winter",5
"2996","Unwell","matchbox twenty",2003-03-22,59,54,0.038,0.349,232987,0.79,0,7,0.518,-5.207,0,0.0375,80.852,4,0.433,3,"Spring",4
"2997","Unwritten","Natasha Bedingfield",2005-12-10,77,42,0.006,0.706,259333,0.801,0,5,0.082,-6.333,1,0.0399,100.013,4,0.63,12,"Winter",1
"2998","Up All Night","Blink-182",2011-07-30,85,2,0,0.48,199627,0.869,2.25e-05,9,0.077,-6.217,1,0.0519,156.06,4,0.423,7,"Summer",0
"2999","Up All Night","Jon Pardi",2013-11-30,99,13,0.169,0.558,209640,0.708,0,9,0.11,-4.931,1,0.0298,163.065,4,0.435,11,"Fall",0
"3000","Up On The Ridge","Dierks Bentley",2010-07-24,99,1,0.495,0.628,214867,0.823,2.8e-05,8,0.077,-6.531,0,0.028,111.609,4,0.41,7,"Summer",5
"3001","Up!","Shania Twain",2003-02-01,73,10,0.093,0.609,172907,0.764,0,0,0.578,-4.027,1,0.0357,125.887,4,0.706,2,"Winter",0
"3002","Uprising","Muse",2009-08-22,81,20,0,0.602,304840,0.905,0.064,2,0.117,-4.046,1,0.0775,128.019,4,0.411,8,"Summer",0
"3003","Uproar","Lil Wayne",2018-10-13,7,12,0.06,0.743,194184,0.87,0,1,0.299,-2.188,1,0.212,99.075,4,0.884,10,"Fall",0
"3004","Upside Down","Jack Johnson",2006-01-28,69,20,0.248,0.786,208653,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652,1,"Winter",1
"3005","Use Somebody","Kings Of Leon",2008-10-11,100,57,0.006,0.276,230760,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173,10,"Fall",0
"3006","Used 2","Lil Wayne",2018-10-13,78,1,0.337,0.678,240199,0.666,0,5,0.115,-6.949,1,0.487,87.634,4,0.523,10,"Fall",0
"3007","Used To Love You","Gwen Stefani",2015-11-14,84,9,0.018,0.623,227680,0.654,1.73e-06,8,0.398,-5.408,1,0.0674,96.017,4,0.193,11,"Fall",0
"3008","V.S.O.P.","K. Michelle",2013-10-26,90,4,0.048,0.277,209107,0.806,0,6,0.052,-4.715,1,0.0577,74.098,1,0.617,10,"Fall",0
"3009","Vanilla Twilight","Owl City",2009-11-07,99,5,0.008,0.581,231707,0.526,0.000369,11,0.113,-7.584,1,0.0265,166.151,4,0.566,11,"Fall",1
"3010","Venus","Lady Gaga",2013-11-16,32,1,0.027,0.811,233720,0.895,0,5,0.104,-4.304,0,0.0608,121.01,4,0.736,11,"Fall",7
"3011","Versace On The Floor","Bruno Mars",2016-12-10,100,14,0.196,0.578,261240,0.574,0,2,0.083,-6.209,1,0.0454,174.152,4,0.301,12,"Winter",2
"3012","Vertigo","Khalid",2018-11-03,89,1,0.552,0.487,270413,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207,11,"Fall",3
"3013","Vertigo","U2",2004-10-09,46,20,0,0.391,194520,0.831,0.00192,2,0.141,-3.892,1,0.0613,139.946,4,0.683,10,"Fall",0
"3014","Vice","Miranda Lambert",2016-08-06,47,19,0.101,0.568,240280,0.562,6.16e-05,9,0.363,-7.775,1,0.0418,133.647,4,0.247,8,"Summer",2
"3015","Victorious","Panic! At The Disco",2016-02-06,94,4,0.002,0.57,178600,0.865,0,8,0.404,-4.518,1,0.0472,110.01,4,0.691,2,"Winter",3
"3016","Video","India.Arie",2001-03-31,95,31,0.104,0.652,249960,0.621,5.3e-06,9,0.038,-8.677,0,0.263,169.983,4,0.661,3,"Spring",0
"3017","Views","Drake",2016-05-21,86,1,0.062,0.589,311960,0.869,0,5,0.239,-5.827,1,0.311,80.007,4,0.074,5,"Spring",17
"3018","Ville Mentality","J. Cole",2016-12-31,24,2,0.789,0.857,194347,0.378,0.000171,7,0.119,-8.371,0,0.0928,119.976,3,0.626,12,"Winter",3
"3019","Violent Crimes","Kanye West",2018-06-16,27,2,0.376,0.669,215320,0.419,0,1,0.187,-6.724,0,0.522,109.813,4,0.04,6,"Summer",9
"3020","Violet Hill","Coldplay",2008-05-24,40,10,0.06,0.345,222653,0.581,0.00127,1,0.115,-7.875,0,0.0369,76.022,4,0.108,5,"Spring",2
"3021","Vitamin R (Leading Us Along)","Chevelle",2004-11-20,77,12,0.005,0.481,223173,0.88,6.02e-05,4,0.204,-4.55,1,0.0717,95.023,3,0.289,11,"Fall",1
"3022","Viva La Vida","Coldplay",2008-05-24,15,51,0.094,0.485,242373,0.619,3.31e-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416,5,"Spring",2
"3023","Vivir Mi Vida","Marc Anthony",2013-08-10,100,5,0.344,0.655,252347,0.877,0,0,0.349,-3.23,0,0.0344,105.017,4,0.893,8,"Summer",0
"3024","Voices","Chris Young",2010-11-20,89,20,0.38,0.552,186107,0.788,0,0,0.15,-4.112,1,0.0525,76.528,4,0.641,11,"Fall",1
"3025","Wagon Wheel","Darius Rucker",2013-02-02,96,26,0.456,0.529,298400,0.663,0,9,0.142,-7.138,1,0.0306,148.102,4,0.592,2,"Winter",3
"3026","Wait","Maroon 5",2017-11-25,93,24,0.096,0.655,190643,0.603,0,8,0.107,-5.014,1,0.0555,126.088,4,0.452,11,"Fall",1
"3027","Waiting For The End","Linkin Park",2010-10-02,100,23,0.042,0.487,231680,0.961,1.15e-06,4,0.553,-4.139,1,0.132,170.005,4,0.323,10,"Fall",3
"3028","Waiting For You","Seal",2003-10-18,98,8,0.042,0.635,223493,0.656,0,5,0.115,-5.04,0,0.0403,99.049,4,0.579,10,"Fall",0
"3029","Wake Up","Hilary Duff",2005-09-03,29,6,0.076,0.621,218153,0.846,2.16e-06,4,0.203,-4.363,1,0.0514,120.412,4,0.261,9,"Fall",2
"3030","Wake Up Call","Maroon 5",2007-08-25,99,22,0.029,0.639,201307,0.949,0,4,0.086,-2.741,0,0.0669,164.054,4,0.964,8,"Summer",2
"3031","Waking Up In Vegas","Katy Perry",2009-05-16,65,23,0.001,0.524,199187,0.878,0,5,0.098,-3.108,0,0.0346,130.989,4,0.59,5,"Spring",3
"3032","Walk","Foo Fighters",2011-07-23,100,13,0,0.231,255960,0.866,0.000552,9,0.29,-5.131,1,0.0517,138.311,4,0.191,7,"Summer",1
"3033","Walk Away","Kelly Clarkson",2006-01-21,97,29,0.016,0.75,189260,0.89,5.55e-07,0,0.088,-4.5,1,0.0424,115.975,4,0.934,1,"Winter",5
"3034","Walk It Out","Unk",2006-09-23,95,36,0.098,0.794,173040,0.777,0,1,0.202,-3.696,0,0.0813,160.022,4,0.706,9,"Fall",0
"3035","Walked Outta Heaven","Jagged Edge",2003-09-06,76,27,0.573,0.67,270880,0.616,0,10,0.054,-6.123,1,0.225,120.129,4,0.523,9,"Fall",2
"3036","Walking","Mary Mary",2011-03-19,97,5,0.134,0.757,201300,0.538,0.000319,6,0.122,-6.412,0,0.113,100.088,4,0.596,3,"Spring",0
"3037","Walking Away","Craig David",2002-05-25,62,20,0.196,0.596,204867,0.686,0,9,0.121,-6.371,0,0.0345,172.835,4,0.815,5,"Spring",2
"3038","Walking In Memphis","Lonestar",2003-11-08,73,11,0.159,0.629,229093,0.733,0,0,0.259,-6.966,1,0.0345,128.931,4,0.508,11,"Fall",6
"3039","Walking On A Dream","Empire Of The Sun",2016-02-06,90,5,0.257,0.871,198440,0.701,7.52e-06,5,0.059,-5.594,0,0.0458,126.975,4,0.716,2,"Winter",0
"3040","Walking On Air","Katy Perry",2013-10-19,34,1,0.001,0.631,222449,0.908,0,6,0.23,-4.842,0,0.0391,128.027,4,0.821,10,"Fall",5
"3041","Wall To Wall","Chris Brown",2007-06-16,96,9,0.004,0.596,223187,0.54,0,7,0.127,-6.723,0,0.11,188.003,4,0.579,6,"Summer",0
"3042","Wanna Be That Song","Brett Eldredge",2016-10-22,98,20,0.114,0.518,236227,0.686,0,9,0.114,-4.911,1,0.0313,144.065,4,0.334,10,"Fall",4
"3043","Want To","Sugarland",2006-10-07,41,20,0.474,0.438,215293,0.73,0,3,0.113,-3.78,1,0.0407,158.281,4,0.148,10,"Fall",2
"3044","Want U Back","Cher Lloyd",2012-06-30,75,20,0.056,0.694,214573,0.891,0,9,0.561,-2.94,1,0.0949,97.939,4,0.563,6,"Summer",0
"3045","Want You Back","5 Seconds Of Summer",2018-03-10,61,1,0.007,0.618,173082,0.867,1.03e-06,0,0.202,-4.915,1,0.0439,98.03,4,0.579,3,"Spring",3
"3046","Wanted","Hunter Hayes",2012-05-12,99,46,0.268,0.421,228840,0.476,0,0,0.082,-7.692,1,0.0298,169.784,4,0.3,5,"Spring",1
"3047","Wanted","Jessie James",2009-05-30,98,12,0.004,0.665,184547,0.768,1.87e-05,0,0.624,-2.688,1,0.0365,110.015,4,0.888,5,"Spring",0
"3048","Wanted You More","Lady Antebellum",2011-09-24,94,5,0.319,0.461,242080,0.71,4.97e-06,5,0.104,-6.36,1,0.0422,175.825,4,0.281,9,"Fall",9
"3049","Wasted","Carrie Underwood",2007-02-17,94,20,0.113,0.542,273653,0.782,0,8,0.074,-2.927,1,0.0328,94.995,4,0.298,2,"Winter",2
"3050","Wasted Time","Keith Urban",2016-04-23,91,17,0.063,0.626,233827,0.831,0,7,0.08,-5.69,1,0.0481,100.009,4,0.304,4,"Spring",4
"3051","Wasted Times","The Weeknd",2018-04-14,27,3,0.622,0.562,220293,0.674,2.04e-05,10,0.111,-6.049,0,0.0851,122.699,4,0.293,4,"Spring",19
"3052","Wasteland","10 Years",2006-04-01,94,2,0,0.391,229867,0.801,0.000208,6,0.066,-5.102,0,0.0813,146.729,4,0.341,4,"Spring",0
"3053","Wasting All These Tears","Cassadee Pope",2013-06-22,90,20,0.095,0.463,215640,0.789,8.84e-06,5,0.152,-3.915,0,0.0378,155.865,4,0.301,6,"Summer",0
"3054","Wasting My Time","Default",2002-01-05,78,35,0.002,0.449,269307,0.776,0,2,0.07,-5.594,1,0.0322,148.11,4,0.198,1,"Winter",0
"3055","Watch The Wind Blow By","Tim McGraw",2003-12-13,75,20,0.092,0.517,276400,0.608,0,10,0.071,-7.206,1,0.0265,62.65,5,0.506,12,"Winter",6
"3056","Watching Airplanes","Gary Allan",2007-11-10,89,20,0.569,0.376,242947,0.722,4.69e-05,11,0.164,-3.553,1,0.0354,159.842,4,0.458,11,"Fall",2
"3057","Watching You","Rodney Atkins",2006-11-18,90,20,0.105,0.625,235427,0.848,0,2,0.23,-4.008,1,0.0314,137.993,4,0.716,11,"Fall",1
"3058","Water","Brad Paisley",2010-05-01,100,19,0.005,0.562,261920,0.825,0.000629,5,0.57,-5.794,1,0.0269,97.54,4,0.694,5,"Spring",3
"3059","Water","Ugly God",2017-01-21,100,4,0.616,0.816,138936,0.245,0.000813,0,0.127,-15.617,0,0.414,140.04,4,0.187,1,"Winter",0
"3060","Waves","Kanye West",2016-04-23,71,2,0.036,0.386,181573,0.587,3.71e-06,10,0.332,-4.454,1,0.0519,96.072,4,0.056,4,"Spring",4
"3061","Wavin' Flag","K'Naan",2009-03-14,99,7,0.099,0.638,215440,0.796,0,0,0.296,-5.614,1,0.0655,76.001,4,0.717,3,"Spring",0
"3062","Way Down We Go","Kaleo",2017-01-14,98,8,0.579,0.489,213707,0.505,0.000333,10,0.104,-8.022,0,0.117,163.255,4,0.337,1,"Winter",0
"3063","Way Of Life","Lil Wayne",2002-07-06,96,12,0.034,0.868,239800,0.794,0,9,0.086,-4.284,0,0.307,97.922,4,0.677,7,"Summer",0
"3064","Way Out Here","Josh Thompson",2010-09-11,100,9,0.057,0.389,245899,0.72,0,2,0.183,-5.465,1,0.0308,147.94,4,0.51,9,"Fall",0
"3065","We Are Never Ever Getting Back Together","Taylor Swift",2012-08-25,72,24,0.009,0.526,191880,0.682,1.87e-05,7,0.094,-5.841,1,0.158,172.095,4,0.755,8,"Summer",17
"3066","We Are Tonight","Billy Currington",2014-05-10,96,19,0.032,0.56,232107,0.809,0,11,0.166,-5.327,1,0.0358,127.914,4,0.563,5,"Spring",2
"3067","We Belong Together","Gavin DeGraw",2006-01-28,38,3,0.086,0.281,270373,0.584,2.62e-06,4,0.143,-6.94,0,0.0356,76.665,4,0.214,1,"Winter",1
"3068","We Belong Together","Mariah Carey",2005-04-16,81,43,0.034,0.836,201233,0.482,0,0,0.094,-7.56,1,0.0698,139.976,3,0.774,4,"Spring",2
"3069","We Can't Stop","Miley Cyrus",2013-06-22,11,26,0.009,0.613,231240,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,6,"Summer",1
"3070","We Danced","Brad Paisley",2000-10-14,71,20,0.431,0.594,225953,0.428,0,9,0.113,-9.576,1,0.0262,109.526,4,0.142,10,"Fall",2
"3071","We Dem Boyz","Wiz Khalifa",2014-05-03,92,20,0.007,0.717,224933,0.862,0,8,0.321,-4.736,1,0.054,130.021,4,0.52,5,"Spring",1
"3072","We Fly High","Jim Jones",2006-10-21,87,27,0.062,0.716,237940,0.798,8e-07,1,0.117,-6.284,1,0.256,120.084,5,0.468,10,"Fall",0
"3073","We Made You","Eminem",2009-05-02,9,10,0.101,0.922,269613,0.859,1.12e-06,2,0.139,-1.152,1,0.079,114.001,4,0.616,5,"Spring",0
"3074","We Own The Night","The Wanted",2013-08-31,94,1,0.006,0.553,205400,0.937,0,11,0.363,-4.056,1,0.12,103.97,4,0.548,8,"Summer",3
"3075","We Owned The Night","Lady Antebellum",2011-09-03,47,20,0.281,0.657,197800,0.714,0.000145,1,0.084,-6.965,1,0.0273,99.991,4,0.488,9,"Fall",7
"3076","We R Who We R","Ke$ha",2010-11-13,1,20,0.01,0.736,204760,0.817,0.00167,8,0.117,-4.9,1,0.0407,119.95,4,0.653,11,"Fall",3
"3077","We The People....","A Tribe Called Quest",2016-12-03,77,1,0.009,0.71,172013,0.805,0,1,0.141,-5.471,1,0.0637,92.601,4,0.897,12,"Winter",0
"3078","We Went","Randy Houser",2015-11-21,100,13,0.097,0.646,179360,0.882,0,4,0.311,-3.77,0,0.0371,101.997,4,0.544,11,"Fall",2
"3079","We Weren't Born To Follow","Bon Jovi",2009-10-03,90,4,0.002,0.506,243986,0.831,0,11,0.088,-4.381,1,0.0408,126.019,4,0.74,10,"Fall",0
"3080","We Weren't Crazy","Josh Gracin",2008-04-19,99,10,0.208,0.42,227307,0.819,0,0,0.206,-2.557,1,0.0407,164.014,4,0.657,4,"Spring",0
"3081","Weak","AJR",2017-04-29,97,11,0.129,0.671,201676,0.61,0,5,0.164,-5.447,1,0.0465,123.981,4,0.658,4,"Spring",0
"3082","Weak And Powerless","A Perfect Circle",2003-09-27,78,18,0,0.494,193440,0.837,0.8395,5,0.166,-7.358,0,0.0486,159.728,3,0.136,9,"Fall",0
"3083","Welcome Back","Mase",2004-06-05,52,12,0.011,0.764,262200,0.742,8.46e-05,1,0.321,-2.33,1,0.18,88.437,4,0.504,6,"Summer",0
"3084","Welcome To Jamrock","Damian ""Jr. Gong"" Marley",2005-07-30,96,12,0.023,0.84,213200,0.658,0,7,0.342,-6.496,0,0.333,76.638,4,0.732,7,"Summer",0
"3085","Welcome To My Life","Simple Plan",2004-11-13,66,18,0.013,0.421,206773,0.858,0,1,0.067,-4.535,1,0.0963,173.255,4,0.491,11,"Fall",3
"3086","Welcome To New York","Taylor Swift",2014-11-08,48,2,0.038,0.793,212600,0.634,1.76e-06,7,0.304,-4.807,1,0.0324,117.023,4,0.615,11,"Fall",15
"3087","Welcome To The Black Parade","My Chemical Romance",2006-09-30,71,26,0,0.187,314427,0.906,0.000297,2,0.214,-4.321,1,0.0785,87.513,4,0.231,9,"Fall",3
"3088","West Coast","Lana Del Rey",2014-05-03,100,2,0.194,0.527,256760,0.591,0.0194,6,0.091,-7.664,0,0.0396,123.167,4,0.461,5,"Spring",0
"3089","West Side Story","LFO",2000-08-05,96,4,0.096,0.691,208160,0.792,0,9,0.392,-3.884,1,0.0509,100.057,4,0.302,8,"Summer",3
"3090","Weston Road Flows","Drake",2016-05-21,84,2,0.082,0.613,253533,0.738,0,6,0.32,-6.926,1,0.311,82.833,4,0.341,5,"Spring",17
"3091","Wet Dreamz","J. Cole",2014-12-27,91,20,0.075,0.504,239320,0.705,0,6,0.128,-8.205,0,0.364,175.483,4,0.584,12,"Winter",0
"3092","What A Catch, Donnie","Fall Out Boy",2008-11-01,94,1,0.04,0.476,294106,0.712,5.83e-06,5,0.258,-4.185,1,0.0366,128.013,4,0.429,11,"Fall",5
"3093","What About Love","Austin Mahone",2013-06-29,74,9,0,0.632,203344,0.784,3.6e-05,2,0.037,-7.457,1,0.0393,100.019,4,0.278,6,"Summer",0
"3094","What About Now","Daughtry",2008-04-26,94,20,0.085,0.375,250969,0.848,0,9,0.134,-2.522,0,0.0446,161.978,4,0.306,4,"Spring",4
"3095","What About Now","Lonestar",2000-06-10,78,20,0.15,0.664,210020,0.83,0,4,0.096,-7.206,1,0.0342,125.894,4,0.738,6,"Summer",4
"3096","What About Us","P!nk",2017-08-26,82,21,0.028,0.489,269600,0.588,2.11e-06,1,0.091,-6.177,1,0.0507,113.617,4,0.187,8,"Summer",0
"3097","What About Us?","Brandy",2002-01-26,42,18,0.26,0.605,251633,0.715,0,7,0.414,-2.268,0,0.289,139.525,4,0.742,1,"Winter",1
"3098","What Am I Gonna Do","Tyrese",2001-09-29,79,18,0.275,0.69,280000,0.475,0,10,0.095,-4.702,0,0.052,145.597,4,0.536,9,"Fall",3
"3099","What Do I Know?","Ed Sheeran",2017-03-25,83,1,0.251,0.838,237333,0.492,0,1,0.262,-5.69,0,0.038,115.092,4,0.895,3,"Spring",7
